first_name,last_name
http://www.gov.cn/zhuanti/zggcddescqgdbdh/index.htm,"
<img class=""imgpc"" src=""https://www.gov.cn/govweb/xhtml/2019zhuanti/20thCPCNationalCongress/images/danghuiicon.png""/>
<img alt="""" class=""imgshouji"" src=""https://www.cnipa.gov.cn/picture/0/2210150200097662386.jpg""/>
"
http://znwd.cnipr.com/,"<img alt="""" src=""/picture/0/2203040933275256228.gif""/>"
/col/col2793/index.html,"<img alt="""" src=""/picture/0/1cd90d13b6714f438b4865e0bcafee94.png""/>"
https://www.cnipa.gov.cn/art/2022/10/8/art_53_179101.html,"<img alt="""" src=""/picture/0/2210081550074859120.png""/>"
/picture/0/s_b0c8901bd374426280c2f097f189c7db.png,"
<img alt="""" height=""auto"" src=""/picture/0/s_b0c8901bd374426280c2f097f189c7db.png"" style="""" width=""135""/>
"
http://www.gov.cn/xinwen/2022-10/26/content_5721751.htm,习近平：全面学习把握落实党的二十大精神 奋力夺取全面建设社会主义现代化国家新胜利
http://www.gov.cn/xinwen/2022-10/26/content_5721751.htm,习近平主持二十届中共中央政治局第一次集体学习 | 全党要在全面学习、全面把握、全面落实上下功夫 坚定不移把党的二十大提出的目标任务落到实处 奋力夺取全面建设社会主义现代化国家新胜利
/col/col3081/index.html,"<img src=""/picture/0/2210161118216516156.jpg""/>"
/col/col2741/index.html,"<img src=""/picture/0/2210161118216343215.jpg""/>"
https://www.cnipa.gov.cn/col/col2859/index.html,
http://www.scio.gov.cn/xwfbh/xwbfbh/wqfbh/47673/48204/index.htm,"<img alt="""" src=""/picture/0/2204240932385228313.png""/>"
https://dianbo.cnipa.gov.cn/static/2022qidong/,"<img alt="""" src=""/picture/0/2204191822261957745.png""/>"
http://kfr.cnipa.gov.cn/2022/,"<img alt="""" src=""/picture/0/2204241101272057212.png""/>"
http://kfr.cnipa.gov.cn/2022/720/kfr,"<img alt="""" src=""/picture/0/2204191823566902882.png""/>"
https://www.cnipa.gov.cn/col/col2775/index.html,"<img src=""/picture/0/2111301722009773193.jpg""><p><span>深入学习贯彻习近平总书记在主持中央政治局第二十五次集体学习时的重要讲话精神一年回顾与展望</span></p></img>"
https://www.cnipa.gov.cn/art/2022/10/25/art_51_179815.html,"<img src=""/picture/0/2210251829519105935.jpg""><p><span>国家知识产权局召开传达学习贯彻党的二十大精神大会</span></p></img>"
https://www.cnipa.gov.cn/art/2022/9/22/art_51_178895.html,"<img src=""/picture/0/2209220859072215592.png""><p><span>中国国家知识产权局主办第十四次金砖国家知识产权局局长视频会议</span></p></img>"
https://www.cnipa.gov.cn/art/2022/9/20/art_51_178851.html,"<img src=""/picture/0/2209200924244393056.jpg""><p><span>数据知识产权工作指导专家组第一次全体会议在京召开</span></p></img>"
/col/col52/index.html,时政要闻
/col/col53/index.html,局要闻
/col/col55/index.html,媒体视点
http://www.gov.cn/xinwen/2022-10/25/content_5721631.htm,中共中央政治局召开会议 习近平主持会议
http://www.news.cn/politics/cpc20/2022-10/25/c_1129079429.htm,习近平：高举中国特色社会主义伟大旗帜 为全面建设社会主义现代化国家而团结奋斗——在中国共产党第二十次全国代表大会上的报告
http://www.gov.cn/xinwen/2022-10/25/content_5721613.htm,新征程领路人习近平
http://www.gov.cn/xinwen/2022-10/24/content_5721222.htm,领航新时代新征程新辉煌的坚强领导集体——党的新一届中央领导机构产生纪实
http://www.gov.cn/xinwen/2022-10/23/content_5721019.htm#1,中共二十届中央领导机构成员简历
http://www.gov.cn/xinwen/2022-10/23/content_5720998.htm,习近平：始终坚持一切为了人民一切依靠人民 以中国式现代化全面推进中华民族伟大复兴
http://www.gov.cn/xinwen/2022-10/23/content_5720983.htm,中国共产党第二十届中央委员会第一次全体会议公报
/art/2022/10/25/art_53_179814.html,国家知识产权局召开传达学习贯彻党的二十大精神大会
/art/2022/10/17/art_53_179373.html,国家知识产权局组织党员干部职工认真收听收看党的二十大开幕盛况 学习领会党的二十大报告精神
/art/2022/10/22/art_53_179703.html,党的二十大报告在知识产权系统引发热烈反响（四）
/art/2022/10/21/art_53_179631.html,党的二十大报告在知识产权系统引发热烈反响（三）
/art/2022/10/19/art_53_179485.html,党的二十大报告在知识产权系统引发热烈反响（二）
/art/2022/10/17/art_53_179386.html,党的二十大报告在知识产权系统引发热烈反响
/art/2022/10/4/art_53_179087.html,国家知识产权局党组理论学习中心组举行专题学习会
/art/2022/10/12/art_55_179195.html,“解码”田间科技 拥抱农业未来（知识产权报）
/art/2022/9/30/art_55_179076.html,贯彻纲要迎盛会 奋发有为建强市（知识产权报）
/art/2022/9/23/art_55_178971.html,协同保护看“浙”里 强本固基提质效（知识产权报）
/art/2022/9/16/art_55_178764.html,小剧场“快放”维权 “快保护”深入人心（知识产权报）
/art/2022/9/14/art_55_178706.html,凝聚解纷“大合力” 强化保护“全链条”（知识产权报）
/art/2022/9/9/art_55_178620.html,十年来，社会满意度全方位显著提升（知识产权报）
/art/2022/9/7/art_55_178531.html,拓展快速制止专利侵权行为新渠道（知识产权报）
/col/col52/index.html,查看更多
/col/col53/index.html,查看更多
/col/col55/index.html,查看更多
/col/col62/index.html,政府信息公开
/col/col74/index.html,公告公报
/col/col75/index.html,工作通知
/col/col66/index.html,政策解读
https://www.cnipa.gov.cn/module/download/down.jsp?i_ID=179103&colID=74,"
<a href=""https://www.cnipa.gov.cn/art/2022/10/8/art_74_179103.html"" target=""_blank"">
            
            
            
            国家知识产权局关于对“中国国际航空航天博览会标志”特殊标志予以延期的公告（第500号）"
https://www.cnipa.gov.cn/module/download/down.jsp?i_ID=179049&colID=74,"
<a href=""https://www.cnipa.gov.cn/art/2022/9/30/art_74_179049.html"" target=""_blank"">
            
            
            
            国家知识产权局关于核准新疆吐鲁番果业有限公司等42家企业使用地理标志专用标志的公告（第499号）"
https://www.cnipa.gov.cn/attach/0/757a044e136e41db80fb9d63c8ca75c1.pdf,"
            
            
            国家知识产权局关于核准宁夏贺兰山金元葡萄酒庄有限公司等59家企业使用地理标志专用标志的公告（第498号）"
https://www.cnipa.gov.cn/art/2022/8/24/art_74_177483.html,"
            
            
            关于启动柬埔寨对中国相关外观设计加快认可登记项目的公告（第497号）"
https://www.cnipa.gov.cn/module/download/down.jsp?i_ID=176955&colID=74,"
<a href=""https://www.cnipa.gov.cn/art/2022/8/1/art_74_176955.html"" target=""_blank"">
            
            
            
            国家知识产权局关于核准浙江安吉茗静园茶叶有限公司等75家企业使用地理标志专用标志的公告（第496号）"
https://www.cnipa.gov.cn/module/download/down.jsp?i_ID=177559&colID=74,"
<a href=""https://www.cnipa.gov.cn/art/2022/8/25/art_74_177559.html"" target=""_blank"">
            
            
            
            国家知识产权局关于核准“神舟十二号载人飞行任务”等13件特殊标志登记的公告（第495号）"
https://www.cnipa.gov.cn/module/download/down.jsp?i_ID=176739&colID=74,"
<a href=""https://www.cnipa.gov.cn/art/2022/7/22/art_74_176739.html"" target=""_blank"">
            
            
            
            国家知识产权局关于批准亳菊等产品实施地理标志产品保护的公告（第494号）"
http://epub.cnipa.gov.cn/,专利公布公告
http://wsgg.sbj.cnipa.gov.cn:9080/tmann/annInfoView/homePage.html,商标公告
/col/col2089/index.html,地理标志和
/col/col164/index.html,集成电路公告
/art/2022/10/26/art_75_179837.html,国家知识产权局关于批准成立英山云雾茶国家地理标志产品保护示范区的通知
/art/2022/10/26/art_75_179835.html,国家知识产权局办公室关于确定2022年国家地理标志产品保护示范区筹建名单的通知
/art/2022/10/24/art_75_179787.html,第四批高校国家知识产权信息服务中心遴选名单公示
/art/2022/10/24/art_75_179782.html,国家知识产权局 工业和信息化部关于知识产权助力专精特新中小企业创新发展若干措施的通知
/art/2022/10/24/art_75_179776.html,国家知识产权局办公室关于印发《专利开放许可使用费估算指引（试行）》的通知
/art/2022/10/21/art_75_179701.html,关于就《国家知识产权局行政裁决案件线上口头审理办法（征求意见稿）》公开征求意见的通知
/art/2022/10/18/art_75_179444.html,吉林省人民政府办公厅 国家知识产权局办公室关于印发共建新产业体系知识产权强省工作要点（2022—2023年）的通知
https://www.cnipa.gov.cn/art/2022/10/25/art_66_179800.html,"
            
            
            《关于知识产权助力专精特新中小企业创新发展的若干措施》印发"
https://www.cnipa.gov.cn/art/2022/8/12/art_66_177297.html,"
            
            
            《商标侵权判断标准》理解与适用"
https://www.cnipa.gov.cn/art/2022/8/4/art_66_176997.html,"
            
            
            《关于加强知识产权鉴定工作的指导意见》解读"
https://www.cnipa.gov.cn/art/2022/7/4/art_66_176359.html,"
            
            
            指导案例8号：上海市知识产权局处理外观设计专利侵权纠纷达成调解协议并经司法确认案理解与适用"
https://www.cnipa.gov.cn/art/2022/7/4/art_66_176358.html,"
            
            
            指导案例7号：山东省威海市市场监督管理局查处使用回收再利用啤酒瓶侵犯“青岛啤酒”注册商标专用权案理解与适用"
https://www.cnipa.gov.cn/art/2022/7/4/art_66_176357.html,"
            
            
            指导案例6号：浙江省温州市知识产权局处理重复侵犯“三维包装机的传动机构”专利权案理解与适用"
https://www.cnipa.gov.cn/art/2022/6/23/art_66_176168.html,"
            
            
            《国家知识产权保护示范区建设方案》解读"
/col/col74/index.html,查看更多
/col/col75/index.html,查看更多
/col/col66/index.html,查看更多
https://www.cnipa.gov.cn/col/col1510/index.html,政务服务平台
http://ggfw.cnipa.gov.cn:8010/PatentCMS_Center/,公共服务网
/col/col1510/index.html, 
https://www.cnipa.gov.cn/attach/0/0caf8492459846d98f3859ab05225df7.pdf,"<img alt="""" src=""/picture/0/2006101457034528487.png""/>办事指南"
http://cponline.cnipa.gov.cn/,"<img alt="""" src=""/picture/0/b2d8b13014fe49908b58d8dafbd6a29d.png""/>电子申请"
http://www.pctonline.cnipa.gov.cn/,"<img alt="""" src=""/picture/0/63995533b0c44a539e952f25224e77b3.png""/>PCT申请"
/col/col1518/index.html,"<img alt="""" src=""/picture/0/2107081040121787927.png""/>专利缴费"
http://cpservice.cnipa.gov.cn/index.jsp,"<img alt="""" src=""/picture/0/52378289d4bd4a149c575e0cc71f8e64.png""/>专利事务服务"
https://pss-system.cponline.cnipa.gov.cn,"<img alt="""" src=""/picture/0/ded1a87382ff4920951df581b1763ea7.png""/>专利检索"
http://cpquery.cnipa.gov.cn/,"<img alt="""" src=""/picture/0/d7a6dd3638944b508b5570b1ab9cd559.png""/>专利审查<br/>信息查询"
http://www.cnipa.gov.cn/col/col2632/index.html,"<img alt="""" src=""/picture/0/2006101502225287775.png""/>复审、无效审查信息查询"
http://pjonline.cnipa.gov.cn/,"<img alt="""" src=""/picture/0/2012311202565888844.png""/>电子票据<br/>交付服务"
col/col192/index.html,"<img alt="""" src=""/picture/0/bf20789c63474f09a4d7fd9a05039650.png""/>表格下载"
https://www.cnipa.gov.cn/col/col2893/index.html,"<img alt="""" src=""/picture/0/2205061628207766341.png""/>外观设计国际申请"
/col/col114/index.html, 
http://sbj.cnipa.gov.cn/sbj/sbsq/sqzn/,"<img alt="""" src=""/picture/0/2006101457034528487.png""/>办事指南"
http://sbj.cnipa.gov.cn/sbj/wssq/,"<img alt="""" src=""/picture/0/2006101509229858036.png""/>商标申请"
http://sbj.cnipa.gov.cn/sbj/sbcx/,"<img alt="""" src=""/picture/0/2010231140367281924.png""/>商标查询"
http://wsgs.sbj.cnipa.gov.cn:9080/tmpu/zccw/getMain.html,"<img alt="""" src=""/picture/0/2010231140366866203.png""/>商标注册审查决定文书"
http://wsgs.sbj.cnipa.gov.cn:9080/tmpu/yycw/getMain.html,"<img alt="""" src=""/picture/0/2006101512364661571.png""/>商标异议决定文书"
http://wsgs.sbj.cnipa.gov.cn:9080/tmpu/pingshen/getMain.html,"<img alt="""" src=""/picture/0/2006101511159924974.png""/>商标评审文书"
http://sbj.cnipa.gov.cn/sbj/wssq/,"<img alt="""" src=""/picture/0/2010231140366634957.png""/>商标数据开放"
http://wsgs.sbj.cnipa.gov.cn:9080/tmpu/,"<img alt="""" src=""/picture/0/2010231140367074850.png""/>商标注册证明公示"
http://sbj.cnipa.gov.cn/sbj/sbdl/,"<img alt="""" src=""/picture/0/2006101504163506075.png""/>商标代理"
/col/col114/index.html,"<img alt="""" src=""/picture/0/2010231726343927221.png""/>更多"
/col/col116/index.html, 
http://dlbzsl.hizhuanli.cn:9000/,"<img alt="""" src=""/picture/0/b3bdb2a5af784a548a3aa81ba4189e2a.png""/>地理标志产品保护申请电子受理平台"
http://sbj.cnipa.gov.cn/sbj/wssq/,"<img alt="""" src=""/picture/0/bc7e198a00fe435f8554c3a34454a258.png""/>作为集体商标、证明商标注册的地理标志网上申请"
http://dlbzsl.hizhuanli.cn:8888/Product/Search,"<img alt="""" src=""/picture/0/a23171c08f204c37867a5645e38d8ae0.png""/>地理标志产品检索"
http://dlbzsl.hizhuanli.cn:8888/Logo/Search,"<img alt="""" src=""/picture/0/d6d71c284a754415b9778852c6e18d92.png""/>专用标志使用企业检索"
http://sbj.cnipa.gov.cn/sbj/sbcx/,"<img alt="""" src=""/picture/0/d6d71c284a754415b9778852c6e18d92.png""/>以集体商标、证明商标注册的地理标志检索"
http://dlbzgl.hizhuanli.cn:9000/,"<img alt="""" src=""/picture/0/2006101519188825960.png""/>地理标志专用标志下载"
/col/col117/index.html, 
/attach/0/d4b9c91154c041a49e7ad653bbfa0cc2.pdf,"<img alt="""" src=""/picture/0/2006101457034528487.png""/>集成电路布图设计登记审批<br/>办事指南"
https://www.cnipa.gov.cn/attach/0/9607103da7fa4ae493f000bd0303f565.pdf,"<img alt="""" src=""/picture/0/2006101525455736654.png""/>被驳回的集成电路布图设计的复审<br/>办事指南"
https://www.cnipa.gov.cn/attach/0/84a83903cb794adeb370580be5e86354.pdf,"<img alt="""" src=""/picture/0/2006101530303514266.png""/>集成电路布图设计专有权的撤销的审查<br/>办事指南"
http://vlsi.cnipa.gov.cn/,"<img alt="""" src=""/picture/0/b0cda5c70f024edf8a30c03c9a7cb4a7.png""/>集成电路布图设计登记审批<br/>在线办理"
/col/col57/index.html,
/art/2022/10/25/art_57_179805.html,湖北举办数字经济下NFT的应用与风险知识产权保护沙龙
/art/2022/10/24/art_57_179785.html,宁波出台《专利预审申请规范》 地方标准
/art/2022/10/24/art_57_179784.html,浙江省设立全门类知识产权奖
/art/2022/10/24/art_57_179783.html,浙江举办《知识产权强国建设纲要（2021－2035年）》网络专题培训
/art/2022/10/24/art_57_179781.html,广西发布首批开放许可专利信息
/art/2022/10/20/art_57_179577.html,广西市场监管局（知识产权局）与广西产研院开展座谈 强化科技成果转化
/col/col57/index.html,查看更多
/col/col1408/index.html,国务院知识产权战略实施工作<br/>部际联席会议办公室
http://www.nipso.cn/,国家知识产权战略网
/col/col2419/index.html,知识产权代理管理
http://sbj.cnipa.gov.cn/,中国商标网
/col/col1388/index.html,地理标志
/col/col79/index.html,留言咨询
http://jlhd.cnipr.com.cn:20818/wxjzbm/manager/noLoginEnroll/index.do,公益讲座报名
http://znwd.cnipr.com/,智能问答（试运行）
https://www.cnipa.gov.cn/col/col2430/index.html,知识产权保护
http://agent.cnipa.gov.cn:8000/sipo/index.action,专利代理师资格考试
http://www.cnipa.gov.cn/col/col2632/index.html,专利复审和无效
https://www.cnipa.gov.cn/col/col46/index.html,专利审查高速路（PPH）
https://www.cnipa.gov.cn/col/col45/index.html,专利合作条约（PCT）
https://www.cnipa.gov.cn/col/col1438/index.html,文献服务
/col/col32/index.html,
https://www.cnipa.gov.cn/col/col2770/index.html,"<img src=""/picture/0/2111221633200545103.jpg""/>"
https://www.cnipa.gov.cn/col/col2981/index.html,"<img src=""/picture/0/2207271440098459674.png""/>"
https://www.cnipa.gov.cn/col/col2893/index.html,"<img src=""/picture/0/2204281002572523856.jpg""/>"
col/col2859/index.html,"<img src=""/picture/0/2205171442034385781.jpg""/>"
https://liuyan.www.gov.cn/2021wxzlsjh/bmdf.html?q=zscqj,"<img src=""/picture/0/2103091454516864850.jpg""/>"
col/col40/index.html,"<img src=""/picture/0/2006101405201029798.jpg""/>"
/col/col32/index.html,查看更多
